Id,SalePrice
1461,81727.15877
1462,117372.8033
1463,131613.2314
1464,123784.0626
1465,153289.0626
1466,125139.1629
1467,132878.8073
1468,107961.4353
1469,110234.382
1470,86856.18013
1471,143377.7625
1472,85873.64572
1473,89193.40901
1474,184133.8237
1475,105535.6824
1476,235650.1957
1477,173082.653
1478,205247.5392
1479,189468.6008
1480,325289.6891
1481,228625.5314
1482,178712.5056
1483,98082.5456
1484,114364.2747
1485,112454.4408
1486,133362.2027
1487,225795.8013
1488,158674.1889
1489,113544.6191
1490,130953.5966
1491,133532.4305
1492,36042.89061
1493,184907.3844
1494,222927.1098
1495,191692.2214
1496,156040.2169
1497,151899.8066
1498,115798.0788
1499,131506.6509
1500,120193.8923
1501,165679.6057
1502,116480.3033
1503,151702.947
1504,175952.0612
1505,140322.0172
1506,144207.6461
1507,213128.9935
1508,209998.0814
1509,133404.3544
1510,90423.91923
1511,73474.38879
1512,115723.3778
1513,91439.66427
1514,136762.7036
1515,159663.2017
1516,122618.3068
1517,103819.9959
1518,101979.6444
1519,142328.9606
1520,78498.56044
1521,72626.08544
1522,120287.017
1523,54474.57607
1524,72873.19053
1525,57835.57345
1526,69926.51119
1527,38642.2112
1528,132482.858
1529,89261.69711
1530,185538.1898
1531,126462.4075
1532,72985.92034
1533,129171.1667
1534,103438.9854
1535,131855.9642
1536,78499.85741
1537,34315.17836
1538,127709.3743
1539,174277.6296
1540,121495.8187
1541,114851.1507
1542,106347.397
1543,133630.8907
1544,43449.73436
1545,94339.26308
1546,93541.11729
1547,118397.3644
1548,103877.8045
1549,84861.81214
1550,85462.41319
1551,98037.20963
1552,137948.1657
1553,115544.0456
1554,92590.10338
1555,130354.8777
1556,57399.25107
1557,75209.00287
1558,41447.18908
1559,29738.95608
1560,111408.0923
1561,154583.8881
1562,78807.61335
1563,55672.20297
1564,166416.0958
1565,127256.8175
1566,210335.7705
1567,11884.11643
1568,202439.2832
1569,128266.5318
1570,112648.4661
1571,125825.2495
1572,130464.5713
1573,184264.0489
1574,88376.77009
1575,171195.3789
1576,175155.1559
1577,108329.7266
1578,101172.8024
1579,94481.73747
1580,174909.5714
1581,104922.2783
1582,87926.63604
1583,208556.6935
1584,183945.6605
1585,98986.31653
1586,30174.88373
1587,70314.07825
1588,120996.7771
1589,78507.1005
1590,140642.4287
1591,70350.83176
1592,64056.66271
1593,65318.60422
1594,174272.5443
1595,69421.16841
1596,201942.1065
1597,199718.1341
1598,141524.0992
1599,147252.678
1600,143513.6276
1601,-2785.273115
1602,52997.81675
1603,3988.960055
1604,180209.3553
1605,186175.5559
1606,159449.9338
1607,188228.8374
1608,160460.7454
1609,130209.4257
1610,134877.2266
1611,128395.5578
1612,105076.4698
1613,119308.0664
1614,80952.71745
1615,60096.52447
1616,48480.62494
1617,71950.46006
1618,85405.32137
1619,101247.2705
1620,178373.77
1621,90245.91819
1622,103209.8283
1623,222471.6435
1624,151723.8494
1625,58388.42953
1626,142309.0881
1627,155541.2745
1628,188667.007
1629,129476.5729
1630,233917.0351
1631,121854.7106
1632,167396.0167
1633,127618.5714
1634,130042.2171
1635,117469.1866
1636,92208.29443
1637,169488.0154
1638,174751.1507
1639,153973.6312
1640,264853.8426
1641,166014.3948
1642,152210.2399
1643,172680.6354
1644,157943.7419
1645,186977.5545
1646,168293.9868
1647,158748.8453
1648,53148.30485
1649,110635.2784
1650,75872.0704
1651,90023.56197
1652,95718.16581
1653,113737.9141
1654,187137.6603
1655,165475.6511
1656,171259.9312
1657,186930.0535
1658,173163.6883
1659,132823.4643
1660,94578.30763
1661,308823.4793
1662,244755.3079
1663,240189.8242
1664,348647.4596
1665,205704.2591
1666,216915.2926
1667,244885.4207
1668,215423.5564
1669,188307.6185
1670,222045.9011
1671,225353.7
1672,284285.8105
1673,239952.0579
1674,192872.565
1675,191404.4247
1676,165142.7393
1677,185691.1448
1678,313391.1265
1679,245486.1009
1680,234559.3782
1681,210557.6295
1682,205391.8446
1683,187314.1185
1684,108105.7448
1685,101584.7949
1686,115150.3466
1687,121349.0914
1688,129854.0684
1689,124440.28
1690,117231.2171
1691,121273.8609
1692,156617.6818
1693,98944.32871
1694,124367.6812
1695,127850.8582
1696,232309.5275
1697,133275.3042
1698,248448.4498
1699,219439.2478
1700,182526.7233
1701,190259.2525
1702,165654.1554
1703,165282.453
1704,175394.9422
1705,137447.9232
1706,241730.0371
1707,115220.6255
1708,134995.8467
1709,171966.2899
1710,138618.9083
1711,172149.8658
1712,167083.261
1713,167236.1464
1714,150651.9565
1715,131611.9741
1716,107430.7708
1717,96754.28985
1718,74400.62
1719,146049.186
1720,170090.4697
1721,95319.8462
1722,57586.84287
1723,84064.82302
1724,125794.1519
1725,171016.4924
1726,117809.9613
1727,149800.312
1728,111558.475
1729,119702.3358
1730,169003.0266
1731,69678.65735
1732,64952.47679
1733,60986.00845
1734,51520.42208
1735,95164.06137
1736,69160.4497
1737,244966.0197
1738,194712.8263
1739,261558.1872
1740,172701.5924
1741,149202.4205
1742,145640.3549
1743,157679.5412
1744,218135.2096
1745,138170.9225
1746,190548.3341
1747,199226.8301
1748,221008.1871
1749,123614.2842
1750,97145.48554
1751,204754.4897
1752,46914.42163
1753,87409.85432
1754,217207.7513
1755,120619.181
1756,87164.84431
1757,57574.79823
1758,81109.17452
1759,138101.6792
1760,144430.634
1761,90039.22346
1762,163689.6226
1763,122408.4854
1764,58935.06477
1765,117891.4132
1766,139679.0212
1767,183330.0012
1768,92962.82847
1769,130875.6934
1770,108080.2168
1771,59037.76812
1772,102725.7617
1773,93994.45059
1774,137897.6225
1775,99056.49242
1776,62740.80426
1777,42334.43657
1778,71505.37164
1779,59428.0147
1780,147295.4902
1781,62926.6494
1782,55579.50664
1783,114243.5241
1784,65338.84491
1785,69341.42911
1786,141554.5031
1787,136268.9769
1788,10902.07427
1789,54515.74933
1790,19365.59063
1791,198588.2839
1792,101456.4562
1793,74129.89843
1794,97646.39038
1795,99767.93321
1796,66597.75897
1797,71042.2301
1798,58881.22201
1799,71246.12011
1800,44675.07378
1801,83200.78318
1802,82116.97035
1803,105542.2399
1804,125461.9791
1805,75824.95894
1806,120966.283
1807,170731.8297
1808,114430.8841
1809,87622.06856
1810,119257.4065
1811,73572.73838
1812,67313.98265
1813,109245.4399
1814,29287.33782
1815,-13351.67908
1816,57501.8296
1817,79430.46585
1818,133299.7009
1819,82240.02444
1820,-115.9021886
1821,80492.29583
1822,110813.9822
1823,-27431.15641
1824,94593.66207
1825,111615.2859
1826,51948.82055
1827,48853.82842
1828,106948.2229
1829,94302.49819
1830,143000.2869
1831,139466.1882
1832,99472.67342
1833,122005.1126
1834,86728.26116
1835,134035.418
1836,93693.47789
1837,44832.20822
1838,115630.4151
1839,49682.68425
1840,165004.1842
1841,152782.1184
1842,69365.43912
1843,91332.65945
1844,89094.26743
1845,124324.7818
1846,106006.1871
1847,154214.7265
1848,-37164.39793
1849,88775.16398
1850,95549.46982
1851,123370.6565
1852,99201.73744
1853,121260.3073
1854,103946.2238
1855,100222.8642
1856,167439.6266
1857,102013.2474
1858,134709.633
1859,79555.91193
1860,160505.6759
1861,78630.74452
1862,265526.0068
1863,264064.3705
1864,264082.4177
1865,194169.4325
1866,189166.71
1867,147491.2242
1868,184530.636
1869,127764.6372
1870,136482.4336
1871,144658.6653
1872,112933.2585
1873,183589.0091
1874,107868.7124
1875,131251.3801
1876,157347.5945
1877,134036.7054
1878,141905.3436
1879,54693.77832
1880,101558.4175
1881,160913.4483
1882,185607.4295
1883,131375.7195
1884,142356.3388
1885,169823.6297
1886,170646.018
1887,154627.7283
1888,175542.2741
1889,113218.2734
1890,87967.6806
1891,122727.7057
1892,72800.12909
1893,107662.432
1894,136598.4349
1895,134963.2852
1896,97546.50441
1897,64308.85399
1898,77306.48505
1899,74267.51618
1900,93208.94576
1901,148095.2048
1902,85661.34882
1903,178921.4542
1904,87318.1825
1905,127602.594
1906,104957.3504
1907,153330.4944
1908,117664.2823
1909,159033.3798
1910,124632.2613
1911,206964.8025
1912,215932.1656
1913,100361.4936
1914,-9150.772513
1915,181125.1688
1916,-27168.49074
1917,222640.6378
1918,144269.1096
1919,144393.8016
1920,113906.9394
1921,238806.2672
1922,200082.2716
1923,234901.8974
1924,214277.5068
1925,175475.0326
1926,240072.3894
1927,98929.57203
1928,118389.5717
1929,80999.43831
1930,85437.0053
1931,100596.126
1932,107105.164
1933,176814.0579
1934,139262.9895
1935,152566.3061
1936,117416.0881
1937,135565.5784
1938,85114.84738
1939,143805.5997
1940,132897.8199
1941,128682.5031
1942,132495.0571
1943,163136.4019
1944,202480.4918
1945,202283.1637
1946,101919.6554
1947,195950.1756
1948,139880.1891
1949,180207.11
1950,143526.6526
1951,215968.1159
1952,242814.9822
1953,145520.4525
1954,177281.0441
1955,105534.9486
1956,276824.3202
1957,111940.4402
1958,209949.4867
1959,136198.3991
1960,35572.26941
1961,73830.4543
1962,87234.52362
1963,103152.2142
1964,97765.24247
1965,186864.322
1966,142591.3066
1967,194811.0555
1968,285127.9034
1969,242595.304
1970,282669.0003
1971,310506.8956
1972,253380.3563
1973,212806.1425
1974,227303.3462
1975,318470.2313
1976,216894.5701
1977,291715.2856
1978,250283.0564
1979,245530.3946
1980,176541.1931
1981,252824.0676
1982,192631.0833
1983,181165.0935
1984,175270.8748
1985,179733.2695
1986,178548.2524
1987,113437.411
1988,107230.9166
1989,130471.234
1990,153472.3633
1991,181417.1298
1992,166232.1043
1993,102365.6907
1994,181726.0785
1995,145038.1033
1996,218722.0376
1997,215904.7324
1998,214714.9313
1999,182414.9042
2000,227754.9367
2001,208277.2906
2002,143105.0128
2003,176732.5869
2004,184926.2426
2005,131298.3633
2006,121324.8141
2007,167167.8371
2008,124256.7375
2009,134761.1142
2010,138751.7308
2011,69390.37064
2012,100787.4051
2013,104992.277
2014,108047.902
2015,128586.9714
2016,119320.2901
2017,122192.0634
2018,87337.60473
2019,119590.4985
2020,79122.32066
2021,63593.32212
2022,159454.5617
2023,111233.713
2024,211657.8573
2025,260623.1712
2026,124703.9839
2027,120901.3596
2028,142388.528
2029,150764.7715
2030,211218.4234
2031,178499.1983
2032,176332.823
2033,197705.32
2034,145384.2034
2035,176893.7455
2036,172818.289
2037,168779.0017
2038,271799.8926
2039,163017.3626
2040,242617.0669
2041,188120.1071
2042,164096.2855
2043,124311.0452
2044,139017.7327
2045,195171.6928
2046,120128.4614
2047,85759.60753
2048,90285.12249
2049,115337.6324
2050,143918.0085
2051,29602.83584
2052,73741.91548
2053,72977.06521
2054,34231.93135
2055,100506.731
2056,87613.09936
2057,48818.11953
2058,162891.446
2059,102577.5594
2060,127151.8312
2061,130672.2789
2062,63855.13374
2063,43306.92604
2064,95500.44354
2065,87259.04102
2066,136067.5414
2067,70103.00297
2068,128187.4919
2069,56648.86208
2070,99865.18957
2071,45728.60841
2072,123875.3663
2073,57664.33016
2074,109594.5899
2075,86367.86659
2076,76614.3781
2077,88957.6445
2078,64164.49391
2079,101730.3643
2080,58668.80992
2081,79730.2943
2082,104227.8583
2083,95670.91897
2084,45918.63505
2085,42039.20929
2086,80327.06562
2087,107203.5575
2088,84495.71478
2089,29069.83013
2090,106268.4317
2091,100230.3206
2092,121389.2436
2093,130232.4275
2094,91573.6144
2095,139062.4809
2096,56600.54766
2097,59458.49532
2098,109976.4225
2099,12290.88454
2100,39683.04686
2101,133229.4247
2102,107456.2814
2103,61391.43819
2104,154907.7398
2105,86893.8296
2106,19746.67204
2107,178055.7484
2108,80861.09187
2109,71273.996
2110,88101.94801
2111,91357.99868
2112,96961.21229
2113,98434.23013
2114,80483.58755
2115,127074.1131
2116,53295.24467
2117,130232.9328
2118,70961.04285
2119,60621.95959
2120,116244.3388
2121,36819.90105
2122,63673.18444
2123,56242.27522
2124,147209.648
2125,101847.956
2126,111852.7056
2127,175363.6065
2128,110756.9
2129,35537.18434
2130,86200.1197
2131,88327.10822
2132,81574.42562
2133,65699.94354
2134,75294.54806
2135,37089.36794
2136,29426.01914
2137,62684.38392
2138,95112.54283
2139,100521.3585
2140,94928.6849
2141,106882.8784
2142,75730.0022
2143,97999.15513
2144,96595.25244
2145,86461.50544
2146,136901.5167
2147,151810.946
2148,111041.205
2149,113940.8016
2150,175074.0167
2151,91596.11679
2152,153239.2066
2153,162155.0096
2154,86928.1719
2155,117917.2068
2156,217985.0851
2157,163046.62
2158,175132.4963
2159,161521.7108
2160,119814.7505
2161,159946.9032
2162,271124.1098
2163,200414.67
2164,159846.7903
2165,166566.0456
2166,88730.19256
2167,155294.0386
2168,131429.6027
2169,127159.8221
2170,146730.7392
2171,112419.1526
2172,98092.41544
2173,150205.0757
2174,185317.2969
2175,211598.4497
2176,189012.321
2177,185700.1804
2178,172008.861
2179,98960.94737
2180,213567.9685
2181,118277.4842
2182,140135.4126
2183,111555.8308
2184,88868.61191
2185,118685.349
2186,124878.8495
2187,156294.1399
2188,184200.6371
2189,278253.9533
2190,56785.87959
2191,86251.20299
2192,87578.78977
2193,80789.08488
2194,92365.97655
2195,66335.82048
2196,59490.91759
2197,105453.065
2198,118988.1415
2199,194221.8362
2200,77484.46463
2201,86484.88013
2202,152531.6458
2203,71609.72659
2204,138256.1446
2205,59657.06016
2206,109407.9055
2207,157626.5309
2208,189797.9992
2209,163458.8598
2210,109626.9177
2211,73762.59285
2212,73777.55198
2213,55206.99306
2214,84202.17958
2215,35670.88443
2216,149074.2233
2217,484.9723282
2218,27749.21001
2219,37693.72335
2220,-3017.915406
2221,181704.4292
2222,172756.6759
2223,196526.8148
2224,177615.4208
2225,133688.2708
2226,166443.6954
2227,206312.5862
2228,185711.0075
2229,173599.895
2230,135493.3737
2231,145205.1338
2232,167910.4382
2233,165630.7995
2234,185004.185
2235,151303.4127
2236,187442.1133
2237,225626.7675
2238,171740.0413
2239,75110.05922
2240,125455.3952
2241,126856.7732
2242,95121.77131
2243,145792.809
2244,87566.85171
2245,71495.43482
2246,124357.0692
2247,105694.5216
2248,71602.18236
2249,52553.59008
2250,83124.59793
2251,70533.57154
2252,138775.0533
2253,121171.21
2254,130602.5038
2255,172344.992
2256,105161.458
2257,168797.5551
2258,82284.02576
2259,124698.979
2260,104557.812
2261,138488.8805
2262,161275.7088
2263,230671.0572
2264,279795.337
2265,171427.2052
2266,186192.6539
2267,239768.2595
2268,245974.531
2269,95753.01331
2270,175585.7545
2271,191429.2195
2272,219237.5732
2273,157853.1549
2274,140617.251
2275,172416.1162
2276,154147.4521
2277,198067.0029
2278,115980.4621
2279,57070.99951
2280,81472.26015
2281,129883.3532
2282,149768.7538
2283,124258.0498
2284,89048.5665
2285,128576.1772
2286,63929.49625
2287,227153.8113
2288,182222.7381
2289,231969.5637
2290,275740.2233
2291,242378.1381
2292,267106.8667
2293,285451.7894
2294,271809.4458
2295,299678.0571
2296,207719.7689
2297,215443.9763
2298,224230.5951
2299,282266.9211
2300,236939.1187
